,lfc_NFlag,REFSEQ_new,REFSEQ,ISO,SYMBOL
1119,4.005224884,XP_024308490,XP_024308490.1,XM_024452722.2,METTL21A
1120,2.736966399,XP_024308812,XP_024308812.1,XM_024453044.2,CCDC163
1121,2.29405011,XP_024308813,XP_024308813.1,XM_024453045.2,CCDC163
1122,2.281586181,XP_024309119,XP_024309119.1,XM_024453351.2,GLYCTK
1123,1.965482753,XP_024309120,XP_024309120.1,XM_024453352.2,GLYCTK
1124,1.630067364,XP_024309667,XP_024309667.1,XM_024453899.2,CTBP1
1125,1.250580333,XP_047271971,XP_047271971.1,XM_047416015.1,
1126,1.54225695,XP_047272425,XP_047272425.1,XM_047416469.1,
1127,-0.782554376,XP_047273342,XP_047273342.1,XM_047417386.1,
1128,0.923979914,XP_047273404,XP_047273404.1,XM_047417448.1,
1129,-0.768281167,XP_047273767,XP_047273767.1,XM_047417811.1,
1130,1.366064821,XP_047273893,XP_047273893.1,XM_047417937.1,
1131,4.420531495,XP_047274162,XP_047274162.1,XM_047418206.1,
1132,2.505873236,XP_047274163,XP_047274163.1,XM_047418207.1,
1133,-0.880154258,XP_047274264,XP_047274264.1,XM_047418308.1,
1134,0.931648638,XP_047274566,XP_047274566.1,XM_047418610.1,
1135,1.295007366,XP_047274648,XP_047274648.1,XM_047418692.1,
1136,0.883863358,XP_047274670,XP_047274670.1,XM_047418714.1,
1137,-0.819662783,XP_047275141,XP_047275141.1,XM_047419185.1,
1138,-0.753264839,XP_047275167,XP_047275167.1,XM_047419211.1,
1139,2.189037056,XP_047275631,XP_047275631.1,XM_047419675.1,
1140,1.01238963,XP_047275978,XP_047275978.1,XM_047420022.1,
1141,2.190936016,XP_047276048,XP_047276048.1,XM_047420092.1,
1142,1.448710602,XP_047276282,XP_047276282.1,XM_047420326.1,
1143,1.355045525,XP_047276300,XP_047276300.1,XM_047420344.1,
1144,-0.855196853,XP_047276637,XP_047276637.1,XM_047420681.1,
1145,-1.747229136,XP_047277007,XP_047277007.1,XM_047421051.1,
1146,1.101529157,XP_047277119,XP_047277119.1,XM_047421163.1,
1147,1.476495055,XP_047277153,XP_047277153.1,XM_047421197.1,
1148,2.227957722,XP_047277363,XP_047277363.1,XM_047421407.1,
1149,1.702246971,XP_047277545,XP_047277545.1,XM_047421589.1,
1150,0.613215425,XP_047279196,XP_047279196.1,XM_047423240.1,
1151,-1.130770598,XP_047279495,XP_047279495.1,XM_047423539.1,
1152,0.826312738,XP_047279539,XP_047279539.1,XM_047423583.1,
1153,1.791355026,XP_047280365,XP_047280365.1,XM_047424409.1,
1154,-1.206215607,XP_047280798,XP_047280798.1,XM_047424842.1,
1155,1.471815625,XP_047281197,XP_047281197.1,XM_047425241.1,
1156,1.801994846,XP_047281742,XP_047281742.1,XM_047425786.1,
1157,1.718268491,XP_047282316,XP_047282316.1,XM_047426360.1,
1158,1.915751092,XP_047282319,XP_047282319.1,XM_047426363.1,
1159,1.784580655,XP_047282332,XP_047282332.1,XM_047426376.1,
1160,1.177289139,XP_047282377,XP_047282377.1,XM_047426421.1,
1161,1.924126515,XP_047282511,XP_047282511.1,XM_047426555.1,
1162,2.054064316,XP_047283588,XP_047283588.1,XM_047427632.1,
1163,0.955117889,XP_047283664,XP_047283664.1,XM_047427708.1,
1164,3.356111241,XP_047283671,XP_047283671.1,XM_047427715.1,
1165,0.729286641,XP_047284696,XP_047284696.1,XM_047428740.1,
1166,0.864410952,XP_047284880,XP_047284880.1,XM_047428924.1,
1167,2.284613294,XP_047285456,XP_047285456.1,XM_047429500.1,
1168,2.114751284,XP_047285850,XP_047285850.1,XM_047429894.1,
1169,0.776556563,XP_047285852,XP_047285852.1,XM_047429896.1,
1170,0.849954543,XP_047285946,XP_047285946.1,XM_047429990.1,
1171,1.365682327,XP_047286745,XP_047286745.1,XM_047430789.1,
1172,2.016776572,XP_047286750,XP_047286750.1,XM_047430794.1,
1173,1.519076745,XP_047286758,XP_047286758.1,XM_047430802.1,
1174,-1.154164535,XP_047286802,XP_047286802.1,XM_047430846.1,
1175,1.630181549,XP_047287134,XP_047287134.1,XM_047431178.1,
1176,3.266173828,XP_047287501,XP_047287501.1,XM_047431545.1,
1177,2.42344343,XP_047287729,XP_047287729.1,XM_047431773.1,
1178,1.825242142,XP_047287998,XP_047287998.1,XM_047432042.1,
1179,1.892142371,XP_047288421,XP_047288421.1,XM_047432465.1,
1180,1.035363535,XP_047289318,XP_047289318.1,XM_047433362.1,
1181,-0.702877588,XP_047289582,XP_047289582.1,XM_047433626.1,
1182,1.138400131,XP_047289610,XP_047289610.1,XM_047433654.1,
1183,1.643959448,XP_047289641,XP_047289641.1,XM_047433685.1,
1184,1.588482655,XP_047289643,XP_047289643.1,XM_047433687.1,
1185,1.316720702,XP_047289644,XP_047289644.1,XM_047433688.1,
1186,1.872670287,XP_047289773,XP_047289773.1,XM_047433817.1,
1187,1.017506753,XP_047290316,XP_047290316.1,XM_047434360.1,
1188,1.044706788,XP_047290530,XP_047290530.1,XM_047434574.1,
1189,1.925315448,XP_047290558,XP_047290558.1,XM_047434602.1,
1190,1.323483127,XP_047290559,XP_047290559.1,XM_047434603.1,
1191,-1.932437086,XP_047290893,XP_047290893.1,XM_047434937.1,
1192,2.993986166,XP_047290968,XP_047290968.1,XM_047435012.1,
1193,2.152994145,XP_047291002,XP_047291002.1,XM_047435046.1,
1194,1.381978053,XP_047291128,XP_047291128.1,XM_047435172.1,
1195,1.270054062,XP_047291391,XP_047291391.1,XM_047435435.1,
1196,1.060261505,XP_047291919,XP_047291919.1,XM_047435963.1,
1197,-1.011307682,XP_047292102,XP_047292102.1,XM_047436146.1,
1198,2.116508344,XP_047292137,XP_047292137.1,XM_047436181.1,
1199,1.893572783,XP_047292140,XP_047292140.1,XM_047436184.1,
1200,1.628282436,XP_047292153,XP_047292153.1,XM_047436197.1,
1201,0.676762423,XP_047292691,XP_047292691.1,XM_047436735.1,
1202,1.707520018,XP_047293072,XP_047293072.1,XM_047437116.1,
1203,0.985024012,XP_047293210,XP_047293210.1,XM_047437254.1,
1204,2.922415126,XP_047293220,XP_047293220.1,XM_047437264.1,
1205,-0.90362607,XP_047293567,XP_047293567.1,XM_047437611.1,
1206,1.344820622,XP_047294119,XP_047294119.1,XM_047438163.1,
1207,1.653696202,XP_047294125,XP_047294125.1,XM_047438169.1,
1208,1.494668158,XP_047294852,XP_047294852.1,XM_047438896.1,
1209,1.809757173,XP_047295027,XP_047295027.1,XM_047439071.1,
1210,2.669992873,XP_047295028,XP_047295028.1,XM_047439072.1,
1211,2.258097417,XP_047295030,XP_047295030.1,XM_047439074.1,
1212,2.374571125,XP_047295031,XP_047295031.1,XM_047439075.1,
1213,2.889811916,XP_047295033,XP_047295033.1,XM_047439077.1,
1214,1.527209813,XP_047295417,XP_047295417.1,XM_047439461.1,
1215,1.329302182,XP_047295707,XP_047295707.1,XM_047439751.1,
1216,2.228101232,XP_047296274,XP_047296274.1,XM_047440318.1,
1217,-0.767686021,XP_047297470,XP_047297470.1,XM_047441514.1,
1218,-1.17847284,XP_047297813,XP_047297813.1,XM_047441857.1,
1219,2.110391293,XP_047298140,XP_047298140.1,XM_047442184.1,
1220,2.068861237,XP_047298205,XP_047298205.1,XM_047442249.1,
1221,1.921094972,XP_047298920,XP_047298920.1,XM_047442964.1,
1222,-0.765367336,XP_047299272,XP_047299272.1,XM_047443316.1,
1223,1.918186924,XP_047299686,XP_047299686.1,XM_047443730.1,
1224,2.752969858,XP_047300551,XP_047300551.1,XM_047444595.1,
1225,0.638725483,XP_047301154,XP_047301154.1,XM_047445198.1,
1226,1.514717228,XP_047301922,XP_047301922.1,XM_047445966.1,
1227,1.870772566,XP_047301927,XP_047301927.1,XM_047445971.1,
1228,1.80393083,XP_047301976,XP_047301976.1,XM_047446020.1,
1229,0.693181783,XP_047302115,XP_047302115.1,XM_047446159.1,
1230,2.324346376,XP_047302116,XP_047302116.1,XM_047446160.1,
1231,0.868730056,XP_047303249,XP_047303249.1,XM_047447293.1,
1232,-0.99086579,XP_047303406,XP_047303406.1,XM_047447450.1,
1233,2.283714288,XP_047303421,XP_047303421.1,XM_047447465.1,
1234,0.864523645,XP_047303855,XP_047303855.1,XM_047447899.1,
1235,1.261874941,XP_047303984,XP_047303984.1,XM_047448028.1,
1236,0.774467583,XP_047304789,XP_047304789.1,XM_047448833.1,
1237,1.151173263,XP_047304894,XP_047304894.1,XM_047448938.1,
1238,-0.559324518,XP_047305149,XP_047305149.1,XM_047449193.1,
1239,1.228002587,XP_047305381,XP_047305381.1,XM_047449425.1,
1240,3.00067742,XP_047305484,XP_047305484.1,XM_047449528.1,
1241,1.353130257,XP_054185553,XP_054185553.1,XM_054329578.1,
1242,-0.857706255,XP_054185557,XP_054185557.1,XM_054329582.1,
1243,-0.922868339,XP_054186320,XP_054186320.1,XM_054330345.1,
1244,-1.243915762,XP_054186836,XP_054186836.1,XM_054330861.1,
1245,-0.515748447,XP_054187987,XP_054187987.1,XM_054332012.1,
1246,-1.138881936,XP_054188148,XP_054188148.1,XM_054332173.1,
1247,-0.670976468,XP_054188449,XP_054188449.1,XM_054332474.1,
1248,1.298169442,XP_054188984,XP_054188984.1,XM_054333009.1,
1249,-0.91807285,XP_054189276,XP_054189276.1,XM_054333301.1,
